Start_Date,Start_Time,End_Date,End_Time,Title,Description,Location,Location_URL,Location_Details,All_Day_Event,Event_Type,Tags,Team1_ID,Team1_Division_ID,Team1_Is_Home,Team2_ID,Team2_Division_ID,Team2_Name,Custom_Opponent,Event_ID,Game_ID,Affects_Standings,Points_Win,Points_Loss,Points_Tie,Points_OT_Win,Points_OT_Loss,Division_Override
4/13/22,17:30,4/13/22,19:30,,,"Nelson (Fields adjacent to Forest Hill Elementary School in Campbell  (Next to parking lot))",,"4450 McCoy Ave, San Jose, CA 95130",,Game,,10CGFS3,,1,10EV1,,EV1,TRUE,,,,,,,,,
4/16/22,12:00,4/16/22,14:00,,,"Alta Vista Field A",,"200 Blossom valley Dr. Los Gatos, CA 95032",,Game,,10CGFS1,,0,10CGFS1,,CGFS1,TRUE,,,,,,,,,
4/16/22,23:30,4/17/22,1:30,,,"Shannon  (Fields adjacent to Forest Hill Elementary School in Campbell (Back Field) /Nelson(Next to parking lot))",,"4450 McCoy Ave, San Jose, CA 95130",,Game,,10CGFS3,,1,10WVS4,,WVS4,TRUE,,,,,,,,,
4/16/22,15:00,4/16/22,17:00,,,"Bagby Elementary, Field 3",,"1840 Harris Avenue San Jose 95124",,Game,,10CGFS2,,0,10CGFS2,,CGFS2,TRUE,,,,,,,,,
4/20/22,17:30,4/20/22,19:30,,,"Nelson (Fields adjacent to Forest Hill Elementary School in Campbell  (Next to parking lot))",,"4450 McCoy Ave, San Jose, CA 95130",,Game,,10CGFS1,,1,10LGCS2,,LGCS2,TRUE,,,,,,,,,
4/20/22,17:30,4/20/22,19:30,,,"Shannon  (Fields adjacent to Forest Hill Elementary School in Campbell (Back Field) /Nelson(Next to parking lot))",,"4450 McCoy Ave, San Jose, CA 95130",,Game,,10CGFS3,,1,10CGFS2,,,,,,,,,,,,
4/23/22,22:00,4/24/22,0:00,,,"Ocala 4",,"2800 Ocala Ave  San Jose, CA",,Game,,10CGFS3,,0,10CGFS3,,CGFS3,TRUE,,,,,,,,,
4/23/22,23:00,4/24/22,1:00,,,"Foothill Main",,"13919 Lynde Ave, Saratoga, CA 95070",,Game,,10CGFS1,,0,10CGFS1,,CGFS1,TRUE,,,,,,,,,
4/23/22,15:15,4/23/22,17:15,,,"Bagby Elementary, Field 1",,"1840 Harris Avenue San Jose 95124",,Game,,10CGFS2,,0,10CGFS2,,CGFS2,TRUE,,,,,,,,,
4/27/22,17:30,4/27/22,19:30,,,"Bret Harte #6 ((field closet to Via Valiente))",,"Bret Harte Middle School  - 7050 Bret Harte Drive, San Jose CA",,Game,,10CGFS2,,0,10CGFS2,,CGFS2,TRUE,,,,,,,,,
4/27/22,17:30,4/27/22,19:30,,,"Nelson (Fields adjacent to Forest Hill Elementary School in Campbell  (Next to parking lot))",,"4450 McCoy Ave, San Jose, CA 95130",,Game,,10CGFS1,,1,10CGFS3,,,,,,,,,,,,
4/30/22,23:30,5/1/22,1:30,,,"Nelson (Fields adjacent to Forest Hill Elementary School in Campbell  (Next to parking lot))",,"4450 McCoy Ave, San Jose, CA 95130",,Game,,10CGFS1,,1,10CGFS2,,,,,,,,,,,,
4/30/22,23:30,5/1/22,1:30,,,"Shannon  (Fields adjacent to Forest Hill Elementary School in Campbell (Back Field) /Nelson(Next to parking lot))",,"4450 McCoy Ave, San Jose, CA 95130",,Game,,10CGFS3,,1,10BHGS2,,BHGS2,TRUE,,,,,,,,,
5/4/22,17:30,5/4/22,19:30,,,"Nelson (Fields adjacent to Forest Hill Elementary School in Campbell  (Next to parking lot))",,"4450 McCoy Ave, San Jose, CA 95130",,Game,,10CGFS3,,1,10CGFS1,,,,,,,,,,,,
5/4/22,17:30,5/4/22,19:30,,,"Vista Park Field 1",,"473 Hyde Park Dr., San Jose, CA",,Game,,10CGFS2,,0,10CGFS2,,CGFS2,TRUE,,,,,,,,,
5/7/22,23:30,5/8/22,1:30,,,"Shannon  (Fields adjacent to Forest Hill Elementary School in Campbell (Back Field) /Nelson(Next to parking lot))",,"4450 McCoy Ave, San Jose, CA 95130",,Game,,10CGFS2,,1,10CGFS3,,,,,,,,,,,,
5/7/22,23:00,5/8/22,1:00,,,"Central Park Field 1 (Saturdays Only - We scheduled our internal games on weeknights so Saturdays can strictly be interleague.  We can't host on Saturday, March 26 and Saturday, April 2 due to a high school tournament being hosted on our fields)",,"2625 Patricia Drive\nSanta Clara, CA 95051",,Game,,10CGFS1,,0,10CGFS1,,CGFS1,TRUE,,,,,,,,,
5/11/22,17:30,5/11/22,19:30,,,"Nelson (Fields adjacent to Forest Hill Elementary School in Campbell  (Next to parking lot))",,"4450 McCoy Ave, San Jose, CA 95130",,Game,,10CGFS2,,1,10CGFS1,,,,,,,,,,,,
5/11/22,18:30,5/11/22,20:30,,,"Ocala 1 (Can host games, spread it out. Ex- 7 home-5 away or vice versa. More away games if possible.)",,"2800 Ocala Ave  San Jose, CA",,Game,,10CGFS3,,0,10CGFS3,,CGFS3,TRUE,,,,,,,,,
5/14/22,22:00,5/15/22,0:00,,,"Nelson (Fields adjacent to Forest Hill Elementary School in Campbell  (Next to parking lot))",,"4450 McCoy Ave, San Jose, CA 95130",,Game,,10CGFS2,,1,10SSJ1,,SSJ1,TRUE,,,,,,,,,
5/14/22,22:00,5/15/22,0:00,,,"Shannon  (Fields adjacent to Forest Hill Elementary School in Campbell (Back Field) /Nelson(Next to parking lot))",,"4450 McCoy Ave, San Jose, CA 95130",,Game,,10CGFS3,,1,10CGFS1,,,,,,,,,,,,
3/5/22,14:30,3/5/22,16:30,,,"Shannon  (Fields adjacent to Forest Hill Elementary School in Campbell (Back Field) /Nelson(Next to parking lot))",,"4450 McCoy Ave, San Jose, CA 95130",,Game,,8CGFS3,,1,8LGCS3,,LGCS3,TRUE,,,,,,,,,
3/5/22,14:30,3/5/22,16:30,,,"Nelson (Fields adjacent to Forest Hill Elementary School in Campbell  (Next to parking lot))",,"4450 McCoy Ave, San Jose, CA 95130",,Game,,8CGFS1,,1,8CGFS2,,,,,,,,,,,,
3/8/22,17:00,3/8/22,19:00,,,"Foothill Upper AA (Upper AA field in back right corner of school.)",,"22601 Voss Ave, Cupertino, CA 95014",,Game,,8CGFS2,,0,8CGFS2,,CGFS2,TRUE,,,,,,,,,
3/8/22,17:00,3/8/22,19:00,,,"MVRC-A (Field closest to the snack shack and parking lot off Voss Ave.)",,"22601 Voss Ave, Cupertino, CA 95014",,Game,,8CGFS1,,0,8CGFS1,,CGFS1,TRUE,,,,,,,,,
3/8/22,16:30,3/8/22,18:30,,,"Nelson (Fields adjacent to Forest Hill Elementary School in Campbell  (Next to parking lot))",,"4450 McCoy Ave, San Jose, CA 95130",,Game,,8CGFS3,,1,8LGCS1,,LGCS1,TRUE,,,,,,,,,
3/12/22,12:00,3/12/22,14:00,,,"Shannon  (Fields adjacent to Forest Hill Elementary School in Campbell (Back Field) /Nelson(Next to parking lot))",,"4450 McCoy Ave, San Jose, CA 95130",,Game,,8CGFS1,,1,8AVGSL1,,AVGSL1,TRUE,,,,,,,,,
3/12/22,22:00,3/13/22,0:00,,,"Dixon Minor",,"Milmont Dr & Jurgens Dr, 1313 N Milpitas Blvd #159, Milpitas, CA 95035",,Game,,8CGFS2,,0,8CGFS2,,CGFS2,TRUE,,,,,,,,,
3/12/22,12:00,3/12/22,14:00,,,"Nelson (Fields adjacent to Forest Hill Elementary School in Campbell  (Next to parking lot))",,"4450 McCoy Ave, San Jose, CA 95130",,Game,,8CGFS3,,1,8MILP2,,MILP2,TRUE,,,,,,,,,
3/15/22,17:30,3/15/22,19:30,,,"MVRC-A (Field closest to the snack shack and parking lot off Voss Ave.)",,"22601 Voss Ave, Cupertino, CA 95014",,Game,,8CGFS1,,0,8CGFS1,,CGFS1,TRUE,,,,,,,,,
3/15/22,17:30,3/15/22,19:30,,,"Nelson (Fields adjacent to Forest Hill Elementary School in Campbell  (Next to parking lot))",,"4450 McCoy Ave, San Jose, CA 95130",,Game,,8CGFS2,,1,8MILP3,,MILP3,TRUE,,,,,,,,,
3/19/22,21:00,3/19/22,23:00,,,"Foothill Upper (Upper AA field in back right corner of school.)",,"22601 Voss Ave, Cupertino, CA 95014",,Game,,8CGFS1,,0,8CGFS1,,CGFS1,TRUE,,,,,,,,,
3/19/22,12:00,3/19/22,14:00,,,"Dixon Minor",,"Milmont Dr & Jurgens Dr, 1313 N Milpitas Blvd #159, Milpitas, CA 95035",,Game,,8CGFS2,,0,8CGFS2,,CGFS2,TRUE,,,,,,,,,
3/19/22,23:30,3/20/22,1:30,,,"Nelson (Fields adjacent to Forest Hill Elementary School in Campbell  (Next to parking lot))",,"4450 McCoy Ave, San Jose, CA 95130",,Game,,8CGFS3,,1,8EAST1,,EAST1,TRUE,,,,,,,,,
3/22/22,17:30,3/22/22,19:30,,,"Shannon  (Fields adjacent to Forest Hill Elementary School in Campbell (Back Field) /Nelson(Next to parking lot))",,"4450 McCoy Ave, San Jose, CA 95130",,Game,,8CGFS1,,1,8MILP3,,MILP3,TRUE,,,,,,,,,
3/22/22,17:30,3/22/22,19:30,,,"Nelson (Fields adjacent to Forest Hill Elementary School in Campbell  (Next to parking lot))",,"4450 McCoy Ave, San Jose, CA 95130",,Game,,8CGFS2,,1,8CGFS3,,,,,,,,,,,,
3/26/22,13:30,3/26/22,15:30,,,"Shannon  (Fields adjacent to Forest Hill Elementary School in Campbell (Back Field) /Nelson(Next to parking lot))",,"4450 McCoy Ave, San Jose, CA 95130",,Game,,8CGFS1,,1,8AVGSL2,,AVGSL2,TRUE,,,,,,,,,
3/26/22,23:30,3/27/22,1:30,,,"Nelson (Fields adjacent to Forest Hill Elementary School in Campbell  (Next to parking lot))",,"4450 McCoy Ave, San Jose, CA 95130",,Game,,8CGFS2,,1,8SSJ2,,SSJ2,TRUE,,,,,,,,,
3/26/22,21:00,3/26/22,23:00,,,"Vista Park Field 1",,"473 Hyde Park Dr., San Jose, CA",,Game,,8CGFS3,,0,8CGFS3,,CGFS3,TRUE,,,,,,,,,
3/29/22,17:30,3/29/22,19:30,,,"Shannon  (Fields adjacent to Forest Hill Elementary School in Campbell (Back Field) /Nelson(Next to parking lot))",,"4450 McCoy Ave, San Jose, CA 95130",,Game,,8CGFS1,,1,8SSJ2,,SSJ2,TRUE,,,,,,,,,
3/29/22,17:30,3/29/22,19:30,,,"Nelson (Fields adjacent to Forest Hill Elementary School in Campbell  (Next to parking lot))",,"4450 McCoy Ave, San Jose, CA 95130",,Game,,8CGFS2,,1,8MILP3,,MILP3,TRUE,,,,,,,,,
3/29/22,18:30,3/29/22,20:30,,,"Ocala 4",,"2800 Ocala Ave  San Jose, CA",,Game,,8CGFS3,,0,8CGFS3,,CGFS3,TRUE,,,,,,,,,
4/2/22,13:00,4/2/22,15:00,,,"Shannon  (Fields adjacent to Forest Hill Elementary School in Campbell (Back Field) /Nelson(Next to parking lot))",,"4450 McCoy Ave, San Jose, CA 95130",,Game,,8CGFS2,,1,8SSJ1,,SSJ1,TRUE,,,,,,,,,
4/2/22,13:00,4/2/22,15:00,,,"Nelson (Fields adjacent to Forest Hill Elementary School in Campbell  (Next to parking lot))",,"4450 McCoy Ave, San Jose, CA 95130",,Game,,8CGFS3,,1,8SCP3,,SCP3,TRUE,,,,,,,,,
4/2/22,22:15,4/3/22,0:15,,,"Alta Vista Field A",,"200 Blossom valley Dr. Los Gatos, CA 95032",,Game,,8CGFS1,,0,8CGFS1,,CGFS1,TRUE,,,,,,,,,
4/5/22,17:30,4/5/22,19:30,,,"Shannon  (Fields adjacent to Forest Hill Elementary School in Campbell (Back Field) /Nelson(Next to parking lot))",,"4450 McCoy Ave, San Jose, CA 95130",,Game,,8CGFS3,,1,8CGFS1,,,,,,,,,,,,
4/5/22,17:30,4/5/22,19:30,,,"Nelson (Fields adjacent to Forest Hill Elementary School in Campbell  (Next to parking lot))",,"4450 McCoy Ave, San Jose, CA 95130",,Game,,8CGFS2,,1,8EAST1,,EAST1,TRUE,,,,,,,,,
4/9/22,22:30,4/10/22,0:30,,,"Stocklmeir Elementary",,"592 Dunholme Way, Sunnyvale, CA 94087",,Game,,8CGFS1,,0,8CGFS1,,CGFS1,TRUE,,,,,,,,,
4/9/22,12:00,4/9/22,14:00,,,"Ocala 1 (Can host games, spread it out. Ex- 7 home-5 away or vice versa. More away games if possible.)",,"2800 Ocala Ave  San Jose, CA",,Game,,8CGFS2,,0,8CGFS2,,CGFS2,TRUE,,,,,,,,,
4/9/22,23:30,4/10/22,1:30,,,"Nelson (Fields adjacent to Forest Hill Elementary School in Campbell  (Next to parking lot))",,"4450 McCoy Ave, San Jose, CA 95130",,Game,,8CGFS3,,1,8SSJ2,,SSJ2,TRUE,,,,,,,,,
4/12/22,17:30,4/12/22,19:30,,,"Shannon  (Fields adjacent to Forest Hill Elementary School in Campbell (Back Field) /Nelson(Next to parking lot))",,"4450 McCoy Ave, San Jose, CA 95130",,Game,,8CGFS1,,1,8SGSL1,,SGSL1,TRUE,,,,,,,,,
4/12/22,18:30,4/12/22,20:30,,,"Ocala 1 (Can host games, spread it out. Ex- 7 home-5 away or vice versa. More away games if possible.)",,"2800 Ocala Ave  San Jose, CA",,Game,,8CGFS3,,0,8CGFS3,,CGFS3,TRUE,,,,,,,,,
4/12/22,17:30,4/12/22,19:30,,,"Nelson (Fields adjacent to Forest Hill Elementary School in Campbell  (Next to parking lot))",,"4450 McCoy Ave, San Jose, CA 95130",,Game,,8CGFS2,,1,8SSJ2,,SSJ2,TRUE,,,,,,,,,
4/16/22,23:30,4/17/22,1:30,,,"Nelson (Fields adjacent to Forest Hill Elementary School in Campbell  (Next to parking lot))",,"4450 McCoy Ave, San Jose, CA 95130",,Game,,8CGFS2,,1,8CGFS1,,,,,,,,,,,,
4/16/22,22:15,4/17/22,0:15,,,"Alta Vista Field A",,"200 Blossom valley Dr. Los Gatos, CA 95032",,Game,,8CGFS3,,0,8CGFS3,,CGFS3,TRUE,,,,,,,,,
4/19/22,17:30,4/19/22,19:30,,,"Nelson (Fields adjacent to Forest Hill Elementary School in Campbell  (Next to parking lot))",,"4450 McCoy Ave, San Jose, CA 95130",,Game,,8CGFS3,,1,8CGFS2,,,,,,,,,,,,
4/23/22,23:00,4/24/22,1:00,,,"Foothill Upper (Upper AA field in back right corner of school.)",,"22601 Voss Ave, Cupertino, CA 95014",,Game,,8CGFS3,,0,8CGFS3,,CGFS3,TRUE,,,,,,,,,
4/23/22,21:00,4/23/22,23:00,,,"Vista Park Field 1",,"473 Hyde Park Dr., San Jose, CA",,Game,,8CGFS1,,0,8CGFS1,,CGFS1,TRUE,,,,,,,,,
4/23/22,22:00,4/24/22,0:00,,,"Nelson (Fields adjacent to Forest Hill Elementary School in Campbell  (Next to parking lot))",,"4450 McCoy Ave, San Jose, CA 95130",,Game,,8CGFS2,,1,8AVGSL3,,AVGSL3,TRUE,,,,,,,,,
4/26/22,17:30,4/26/22,19:30,,,"MVRC-A (Field closest to the snack shack and parking lot off Voss Ave.)",,"22601 Voss Ave, Cupertino, CA 95014",,Game,,8CGFS1,,0,8CGFS1,,CGFS1,TRUE,,,,,,,,,
4/26/22,17:30,4/26/22,19:30,,,"Shannon  (Fields adjacent to Forest Hill Elementary School in Campbell (Back Field) /Nelson(Next to parking lot))",,"4450 McCoy Ave, San Jose, CA 95130",,Game,,8CGFS3,,1,8SGSL3,,SGSL3,TRUE,,,,,,,,,
4/30/22,13:30,4/30/22,15:30,,,"Nelson (Fields adjacent to Forest Hill Elementary School in Campbell  (Next to parking lot))",,"4450 McCoy Ave, San Jose, CA 95130",,Game,,8CGFS2,,1,8LGCS2,,LGCS2,TRUE,,,,,,,,,
4/30/22,13:30,4/30/22,15:30,,,"Shannon  (Fields adjacent to Forest Hill Elementary School in Campbell (Back Field) /Nelson(Next to parking lot))",,"4450 McCoy Ave, San Jose, CA 95130",,Game,,8CGFS1,,1,8AVGSL4,,AVGSL4,TRUE,,,,,,,,,
4/30/22,21:00,4/30/22,23:00,,,"Vista Park Field 2",,"473 Hyde Park Dr., San Jose, CA",,Game,,8CGFS3,,0,8CGFS3,,CGFS3,TRUE,,,,,,,,,
5/3/22,17:30,5/3/22,19:30,,,"Shannon  (Fields adjacent to Forest Hill Elementary School in Campbell (Back Field) /Nelson(Next to parking lot))",,"4450 McCoy Ave, San Jose, CA 95130",,Game,,8CGFS3,,1,8LGCS1,,LGCS1,TRUE,,,,,,,,,
5/3/22,18:30,5/3/22,20:30,,,"Ocala 1 (Can host games, spread it out. Ex- 7 home-5 away or vice versa. More away games if possible.)",,"2800 Ocala Ave  San Jose, CA",,Game,,8CGFS1,,0,8CGFS1,,CGFS1,TRUE,,,,,,,,,
5/3/22,17:30,5/3/22,19:30,,,"Nelson (Fields adjacent to Forest Hill Elementary School in Campbell  (Next to parking lot))",,"4450 McCoy Ave, San Jose, CA 95130",,Game,,8CGFS2,,1,8SSJ1,,SSJ1,TRUE,,,,,,,,,
5/7/22,21:00,5/7/22,23:00,,,"Foothill Upper (Upper AA field in back right corner of school.)",,"22601 Voss Ave, Cupertino, CA 95014",,Game,,8CGFS1,,0,8CGFS1,,CGFS1,TRUE,,,,,,,,,
5/7/22,23:30,5/8/22,1:30,,,"Nelson (Fields adjacent to Forest Hill Elementary School in Campbell  (Next to parking lot))",,"4450 McCoy Ave, San Jose, CA 95130",,Game,,8CGFS3,,1,8AVGSL3,,AVGSL3,TRUE,,,,,,,,,
5/7/22,13:30,5/7/22,15:30,,,"Shannon  (Fields adjacent to Forest Hill Elementary School in Campbell (Back Field) /Nelson(Next to parking lot))",,"4450 McCoy Ave, San Jose, CA 95130",,Game,,8CGFS2,,1,8AVGSL1,,AVGSL1,TRUE,,,,,,,,,
5/10/22,17:30,5/10/22,19:30,,,"Shannon  (Fields adjacent to Forest Hill Elementary School in Campbell (Back Field) /Nelson(Next to parking lot))",,"4450 McCoy Ave, San Jose, CA 95130",,Game,,8CGFS2,,1,8SGSL2,,SGSL2,TRUE,,,,,,,,,
5/10/22,17:30,5/10/22,19:30,,,"Nelson (Fields adjacent to Forest Hill Elementary School in Campbell  (Next to parking lot))",,"4450 McCoy Ave, San Jose, CA 95130",,Game,,8CGFS1,,1,8CGFS3,,,,,,,,,,,,
5/14/22,22:30,5/15/22,0:30,,,"Ortega (Ortega if only hosting one game )",,"611 Inverness Way, Sunnyvale, CA 94087",,Game,,8CGFS2,,0,8CGFS2,,CGFS2,TRUE,,,,,,,,,
5/14/22,12:00,5/14/22,14:00,,,"Shannon  (Fields adjacent to Forest Hill Elementary School in Campbell (Back Field) /Nelson(Next to parking lot))",,"4450 McCoy Ave, San Jose, CA 95130",,Game,,8CGFS1,,1,8SGSL2,,SGSL2,TRUE,,,,,,,,,
5/14/22,12:00,5/14/22,14:00,,,"Shannon  (Fields adjacent to Forest Hill Elementary School in Campbell (Back Field) /Nelson(Next to parking lot))",,"4450 McCoy Ave, San Jose, CA 95130",,Game,,8CGFS3,,1,8EAST2,,EAST2,TRUE,,,,,,,,,
3/5/22,22:30,3/6/22,0:30,,,"CGFS Mini Field (Next to parking lot farthest from the school.)",,"4450 McCoy Ave, San Jose, CA 95130",,Game,,6CGFS1,,1,6CGFS2,,,,,,,,,,,,
3/12/22,22:00,3/13/22,0:00,,,"Foothill Upper (Upper AA field in back right corner of school.)",,"22601 Voss Ave, Cupertino, CA 95014",,Game,,6CGFS1,,0,6CGFS1,,CGFS1,TRUE,,,,,,,,,
3/12/22,22:00,3/13/22,0:00,,,"CGFS Mini Field (Next to parking lot farthest from the school.)",,"4450 McCoy Ave, San Jose, CA 95130",,Game,,6CGFS2,,1,6WVS4,,WVS4,TRUE,,,,,,,,,
3/19/22,22:00,3/20/22,0:00,,,"Foothill Upper (Upper AA field in back right corner of school.)",,"22601 Voss Ave, Cupertino, CA 95014",,Game,,6CGFS2,,0,6CGFS2,,CGFS2,TRUE,,,,,,,,,
3/19/22,22:00,3/20/22,0:00,,,"CGFS Mini Field (Next to parking lot farthest from the school.)",,"4450 McCoy Ave, San Jose, CA 95130",,Game,,6CGFS1,,1,6SGSL3,,SGSL3,TRUE,,,,,,,,,
3/26/22,12:00,3/26/22,14:00,,,"CGFS Mini Field (Next to parking lot farthest from the school.)",,"4450 McCoy Ave, San Jose, CA 95130",,Game,,6CGFS1,,1,6EAST1,,EAST1,TRUE,,,,,,,,,
3/26/22,22:00,3/27/22,0:00,,,"CGFS Mini Field (Next to parking lot farthest from the school.)",,"4450 McCoy Ave, San Jose, CA 95130",,Game,,6CGFS2,,1,6WVS5,,WVS5,TRUE,,,,,,,,,
4/2/22,22:00,4/3/22,0:00,,,"Foothill Upper (Upper AA field in back right corner of school.)",,"22601 Voss Ave, Cupertino, CA 95014",,Game,,6CGFS1,,0,6CGFS1,,CGFS1,TRUE,,,,,,,,,
4/2/22,21:00,4/2/22,23:00,,,"Stocklmeir Elementary",,"592 Dunholme Way, Sunnyvale, CA 94087",,Game,,6CGFS2,,0,6CGFS2,,CGFS2,TRUE,,,,,,,,,
4/9/22,22:00,4/10/22,0:00,,,"CGFS Mini Field (Next to parking lot farthest from the school.)",,"4450 McCoy Ave, San Jose, CA 95130",,Game,,6CGFS1,,1,6SGSL2,,SGSL2,TRUE,,,,,,,,,
4/9/22,22:00,4/10/22,0:00,,,"Ocala 4",,"2800 Ocala Ave  San Jose, CA",,Game,,6CGFS2,,0,6CGFS2,,CGFS2,TRUE,,,,,,,,,
4/16/22,22:00,4/17/22,0:00,,,"CGFS Mini Field (Next to parking lot farthest from the school.)",,"4450 McCoy Ave, San Jose, CA 95130",,Game,,6CGFS1,,1,6CGFS2,,,,,,,,,,,,
4/23/22,22:00,4/24/22,0:00,,,"CGFS Mini Field (Next to parking lot farthest from the school.)",,"4450 McCoy Ave, San Jose, CA 95130",,Game,,6CGFS2,,1,6LGCS1,,LGCS1,TRUE,,,,,,,,,
4/23/22,12:00,4/23/22,14:00,,,"CGFS Mini Field (Next to parking lot farthest from the school.)",,"4450 McCoy Ave, San Jose, CA 95130",,Game,,6CGFS1,,1,6EAST1,,EAST1,TRUE,,,,,,,,,
4/30/22,12:00,4/30/22,14:00,,,"Ocala 4",,"2800 Ocala Ave  San Jose, CA",,Game,,6CGFS1,,0,6CGFS1,,CGFS1,TRUE,,,,,,,,,
4/30/22,22:00,5/1/22,0:00,,,"CGFS Mini Field (Next to parking lot farthest from the school.)",,"4450 McCoy Ave, San Jose, CA 95130",,Game,,6CGFS2,,1,6EAST1,,EAST1,TRUE,,,,,,,,,
5/7/22,21:00,5/7/22,23:00,,,"Stocklmeir Elementary",,"592 Dunholme Way, Sunnyvale, CA 94087",,Game,,6CGFS2,,0,6CGFS2,,CGFS2,TRUE,,,,,,,,,
5/7/22,22:00,5/8/22,0:00,,,"CGFS Mini Field (Next to parking lot farthest from the school.)",,"4450 McCoy Ave, San Jose, CA 95130",,Game,,6CGFS1,,1,6WVS5,,WVS5,TRUE,,,,,,,,,
5/14/22,22:00,5/15/22,0:00,,,"CGFS Mini Field (Next to parking lot farthest from the school.)",,"4450 McCoy Ave, San Jose, CA 95130",,Game,,6CGFS1,,1,6LGCS2,,LGCS2,TRUE,,,,,,,,,

